"documenttype","documentno","docdate","oderdate","duedate","postingdate","vendorcode","vendorname","yourreference","externaldocumentno","locationcode","paymentterms","postinggroup","currencycode","printed","released","status","userid","period","entryno","vatinclusive","Dimension_1","Dimension_2","freight"
"20","PINV692","10/17/2020 12:00:00 AM","","","10/17/2020 12:00:00 AM","cr434","FRIENDSHIP CONTAINERS","GRN.1589","LPO970","","","General             ","KES       ","0","0","1","Mugure              ","50","1011588","True","","",""
"20","PINV693","10/17/2020 12:00:00 AM","","","10/17/2020 12:00:00 AM","cr590","TUFFSTEEL LIMITED","GRN.1590","LPO971","","","General             ","KES       ","0","0","1","Mugure              ","50","1011591","True","","",""
"20","PINV694","10/19/2020 12:00:00 AM","","","10/19/2020 12:00:00 AM","cr590","TUFFSTEEL LIMITED","GRN.1591","LPO972","","","General             ","KES       ","0","0","1","Mugure              ","50","1011594","True","","",""
"20","PINV695","10/20/2020 12:00:00 AM","","","10/20/2020 12:00:00 AM","cr476","ESTHER WANJIRU","GRN.1592","LPO973","","","General             ","KES       ","0","0","1","Mugure              ","50","1011597","True","","",""
"20","PINV696","10/2/2020 12:00:00 AM","","","10/2/2020 12:00:00 AM","cr190621","RICHARD NANDWA","GRN.1570","LPO974","","","01                  ","KES       ","0","0","1","Mugure              ","50","1011600","False","","",""
"20","PINV697","10/19/2020 12:00:00 AM","","","10/19/2020 12:00:00 AM","cr190627","LOKINZO ENTERPRISE","GRN.1587","LPO975","","","General             ","KES       ","0","0","1","Mugure              ","50","1011603","True","","",""
"20","PINV698","10/10/2020 12:00:00 AM","","","10/23/2020 12:00:00 AM","cr472","BEVER EAST AFRICA ENTERPRISES","INV.762","6","","","notvat              ","KES       ","0","0","1","Mugure              ","50","1011604","True","","",""
"20","PINV699","10/10/2020 12:00:00 AM","","","10/23/2020 12:00:00 AM","cr472","BEVER EAST AFRICA ENTERPRISES","INV.762","7","","","notvat              ","KES       ","0","0","1","Mugure              ","50","1011605","True","","",""
"20","PINV70","1/9/2017 12:00:00 AM","","","1/9/2017 12:00:00 AM","cr447","EPPL PETROLEUM","CS no.207456","LPO74","","","notvat              ","KES       ","0","0","1","Mary Njeri          ","5","70110","True","","",""
"20","PINV700","10/20/2020 12:00:00 AM","","","10/20/2020 12:00:00 AM","cr476","ESTHER WANJIRU","GRN.1593","LPO978","","","General             ","KES       ","0","0","1","Mugure              ","50","1011608","True","","",""
"20","PINV701","10/21/2020 12:00:00 AM","","","10/21/2020 12:00:00 AM","cr190621","RICHARD NANDWA","GRN.1594","LPO979","","","01                  ","KES       ","0","0","1","Mugure              ","50","1011611","False","","",""
"20","PINV702","10/23/2020 12:00:00 AM","","","10/23/2020 12:00:00 AM","cr190621","RICHARD NANDWA","GRN.1596","LPO980","","","01                  ","KES       ","0","0","1","Mugure              ","50","1011614","False","","",""
"20","PINV703","10/23/2020 12:00:00 AM","","","10/23/2020 12:00:00 AM","cr30594","JOHN MAARA","GRN.1597","LPO981","","","notvat              ","KES       ","0","0","1","Mugure              ","50","1011617","True","","",""
"20","PINV704","10/24/2020 12:00:00 AM","","","10/24/2020 12:00:00 AM","cr190621","RICHARD NANDWA","GRN.1598","LPO982","","","01                  ","KES       ","0","0","1","Mugure              ","50","1011620","False","","",""
"20","PINV705","10/27/2020 12:00:00 AM","","","10/27/2020 12:00:00 AM","cr190621","RICHARD NANDWA","GRN.1599","LPO983","","","01                  ","KES       ","0","0","1","Mugure              ","50","1011623","False","","",""
"20","PINV706","10/27/2020 12:00:00 AM","","","10/27/2020 12:00:00 AM","cr190621","RICHARD NANDWA","GRN.1601","LPO984","","","01                  ","KES       ","0","0","1","Mugure              ","50","1011626","False","","",""
"20","PINV707","10/28/2020 12:00:00 AM","","","10/28/2020 12:00:00 AM","cr190618","ASL TRADING DIVISION","GRN1602","LPO987","","","General             ","KES       ","0","0","1","Mary                ","50","1011631","True","","",""
"20","PINV708","10/28/2020 12:00:00 AM","","","10/28/2020 12:00:00 AM","cr30594","JOHN MAARA","GRN1603","LPO988","","","notvat              ","KES       ","0","0","1","Mary                ","50","1011634","True","","",""
"20","PINV709","10/28/2020 12:00:00 AM","","","10/28/2020 12:00:00 AM","cr356","SINERGIA LTD","GRN1604","LPO989","","","General             ","KES       ","0","0","1","Mary                ","50","1011637","True","","",""
"20","PINV71","1/13/2017 12:00:00 AM","","","1/13/2017 12:00:00 AM","cr411","OILIBYA  COMPANY","CS no.2520","LPO85","","","notvat              ","KES       ","0","0","1","Mary Njeri          ","5","70111","True","","",""
"20","PINV710","10/28/2020 12:00:00 AM","","","10/28/2020 12:00:00 AM","cr190642","MADINI SPRINGS LTD","GRN1605","LPO990","","","01                  ","KES       ","0","0","1","Mary                ","50","1011640","False","","",""
"20","PINV711","10/28/2020 12:00:00 AM","","","10/28/2020 12:00:00 AM","cr190621","RICHARD NANDWA","GRN1606","LPO991","","","01                  ","KES       ","0","0","1","Mary                ","50","1011643","False","","",""
"20","PINV712","10/29/2020 12:00:00 AM","","","10/29/2020 12:00:00 AM","cr30594","JOHN MAARA","GRN.1607","LPO992","","","notvat              ","KES       ","0","0","1","Mugure              ","50","1011646","True","","",""
"20","PINV713","10/31/2020 12:00:00 AM","","","10/31/2020 12:00:00 AM","cr190621","RICHARD NANDWA","GRN.1608","LPO993","","","01                  ","KES       ","0","0","1","Mugure              ","50","1011649","False","","",""
"20","PINV714","11/4/2020 12:00:00 AM","","","11/4/2020 12:00:00 AM","cr190621","RICHARD NANDWA","GRN.1611","LPO994","","","01                  ","KES       ","0","0","1","Mugure              ","51","1011652","False","","",""
"20","PINV715","11/5/2020 12:00:00 AM","","","11/5/2020 12:00:00 AM","cr590","TUFFSTEEL LIMITED","GRN.1611","LPO995","","","General             ","KES       ","0","0","1","Mugure              ","51","1011655","True","","",""
"20","PINV716","8/26/2020 12:00:00 AM","","","11/9/2020 12:00:00 AM","cr190639","COMBUSTION BURNERS EAST AFRICA","INV720","8","","","General             ","KES       ","0","0","1","Mary                ","51","1011656","False","","",""
"20","PINV717","10/8/2020 12:00:00 AM","","","11/9/2020 12:00:00 AM","cr190639","COMBUSTION BURNERS EAST AFRICA","inv737","9","","","General             ","KES       ","0","0","1","Mary                ","51","1011657","False","","",""
"20","PINV718","10/27/2020 12:00:00 AM","","","10/27/2020 12:00:00 AM","cr429","RESOLUTE SUPPLIERS","GRN.1600","LPO998","","","notvat              ","KES       ","0","0","1","Mugure              ","50","1011660","True","","",""
"20","PINV719","11/6/2020 12:00:00 AM","","","11/6/2020 12:00:00 AM","cr190621","RICHARD NANDWA","GRN.1612","LPO999","","","01                  ","KES       ","0","0","1","Mugure              ","51","1011663","False","","",""
"20","PINV72","1/13/2017 12:00:00 AM","","","1/13/2017 12:00:00 AM","cr411","OILIBYA  COMPANY","CS no.2526","LPO86","","","notvat              ","KES       ","0","0","1","Mary Njeri          ","5","70112","True","","",""
"20","PINV720","11/10/2020 12:00:00 AM","","","11/10/2020 12:00:00 AM","cr40612","NATO ENERGY DEALERS LTD","GRN.1614","LPO1000","","","General             ","KES       ","0","0","1","Mugure              ","51","1011666","False","","",""
"20","PINV721","10/21/2020 12:00:00 AM","","","11/10/2020 12:00:00 AM","cr190648","ISAAC GITUKU MWAI","GRN1595","10","","","01                  ","KES       ","0","0","1","Mary                ","51","1011667","False","","",""
"20","PINV722","11/12/2020 12:00:00 AM","","","11/12/2020 12:00:00 AM","cr190618","ASL TRADING DIVISION","GRN1615","LPO1003","","","General             ","KES       ","0","0","1","Mary                ","51","1011670","False","","",""
"20","PINV723","11/12/2020 12:00:00 AM","","","11/12/2020 12:00:00 AM","cr434","FRIENDSHIP CONTAINERS","GRN1616","LPO1004","","","General             ","KES       ","0","0","1","Mary                ","51","1011673","False","","",""
"20","PINV724","11/13/2020 12:00:00 AM","","","11/13/2020 12:00:00 AM","cr190642","MADINI SPRINGS LTD","GRN1617","LPO1005","","","01                  ","KES       ","0","0","1","Mary                ","51","1011676","False","","",""
"20","PINV725","11/14/2020 12:00:00 AM","","","11/14/2020 12:00:00 AM","cr190621","RICHARD NANDWA","GRN1618","LPO1006","","","01                  ","KES       ","0","0","1","Mary                ","51","1011679","False","","",""
"20","PINV726","11/18/2020 12:00:00 AM","","","11/18/2020 12:00:00 AM","cr590","TUFFSTEEL LIMITED","GRN1619","LPO1007","","","General             ","KES       ","0","0","1","Mary                ","51","1011682","False","","",""
"20","PINV727","11/18/2020 12:00:00 AM","","","11/18/2020 12:00:00 AM","cr434","FRIENDSHIP CONTAINERS","GRN1620","LPO1008","","","General             ","KES       ","0","0","1","Mary                ","51","1011685","False","","",""
"20","PINV728","11/18/2020 12:00:00 AM","","","11/18/2020 12:00:00 AM","cr190618","ASL TRADING DIVISION","GRN1621","LPO1009","","","General             ","KES       ","0","0","1","Mary                ","51","1011688","False","","",""
"20","PINV729","11/22/2020 12:00:00 AM","","","11/22/2020 12:00:00 AM","cr190629","MENA ENERGY","GRN.1625","LPO1011","","","General             ","KES       ","0","0","1","Mugure              ","51","1011692","False","","",""
"20","PINV73","1/13/2017 12:00:00 AM","","","1/13/2017 12:00:00 AM","cr447","EPPL PETROLEUM","CS no203511","LPO87","","","notvat              ","KES       ","0","0","1","Mary Njeri          ","5","70113","True","","",""
"20","PINV730","11/20/2020 12:00:00 AM","","","11/20/2020 12:00:00 AM","cr190621","RICHARD NANDWA","GRN.1623","LPO1013","","","01                  ","KES       ","0","0","1","Mugure              ","51","1011695","False","","",""
"20","PINV731","11/20/2020 12:00:00 AM","","","11/20/2020 12:00:00 AM","cr190649","SAMUEL MUNYI GITHAE","GRN.1622","LPO1014","","","notvat              ","KES       ","0","0","1","Mugure              ","51","1011698","True","","",""
"20","PINV732","11/24/2020 12:00:00 AM","","","11/24/2020 12:00:00 AM","cr190642","MADINI SPRINGS LTD","GRN.1626","LPO1017","","","01                  ","KES       ","0","0","1","Mugure              ","51","1011702","False","","",""
"20","PINV733","11/24/2020 12:00:00 AM","","","11/24/2020 12:00:00 AM","cr190621","RICHARD NANDWA","GRN.1627","LPO1019","","","01                  ","KES       ","0","0","1","Mugure              ","51","1011705","False","","",""
"20","PINV734","11/26/2020 12:00:00 AM","","","11/26/2020 12:00:00 AM","cr30594","JOHN MAARA","GRN.1628","LPO1020","","","notvat              ","KES       ","0","0","1","Mugure              ","51","1011708","True","","",""
"20","PINV735","11/27/2020 12:00:00 AM","","","11/27/2020 12:00:00 AM","cr190621","RICHARD NANDWA","GRN.1630","LPO1023","","","01                  ","KES       ","0","0","1","Mugure              ","51","1011712","False","","",""
"20","PINV736","11/28/2020 12:00:00 AM","","","11/28/2020 12:00:00 AM","cr190621","RICHARD NANDWA","GRN.1639","LPO1024","","","01                  ","KES       ","0","0","1","Mugure              ","51","1011715","False","","",""
"20","PINV737","11/27/2020 12:00:00 AM","","","11/27/2020 12:00:00 AM","cr434","FRIENDSHIP CONTAINERS","GRN.1629","LPO1026","","","inc                 ","KES       ","0","0","1","Mugure              ","51","1011719","True","","",""
"20","PINV738","12/1/2020 12:00:00 AM","","","12/1/2020 12:00:00 AM","cr40608","IMCD KENYA LIMITED","GRN.1634","LPO1030","","","General             ","KES       ","0","0","1","Mugure              ","52","1011724","False","","",""
"20","PINV739","12/4/2020 12:00:00 AM","","","12/4/2020 12:00:00 AM","cr40612","NATO ENERGY DEALERS LTD","GRN.1636","LPO1031","","","General             ","KES       ","0","0","1","Mugure              ","52","1011727","False","","",""
"20","PINV74","1/14/2017 12:00:00 AM","","","1/14/2017 12:00:00 AM","cr411","OILIBYA  COMPANY","GRN no.1048","LPO91","","","notvat              ","KES       ","0","0","1","Mary Njeri          ","5","70114","True","","",""
"20","PINV740","12/4/2020 12:00:00 AM","","","12/4/2020 12:00:00 AM","cr190621","RICHARD NANDWA","GRN.1637","LPO1033","","","01                  ","KES       ","0","0","1","Mugure              ","52","1011730","False","","",""
"20","PINV741","12/7/2020 12:00:00 AM","","","12/7/2020 12:00:00 AM","cr190621","RICHARD NANDWA","GRN.1638","LPO1034","","","01                  ","KES       ","0","0","1","Mugure              ","52","1011733","False","","",""
"20","PINV742","12/8/2020 12:00:00 AM","","","12/8/2020 12:00:00 AM","cr434","FRIENDSHIP CONTAINERS","GRN.1639","LPO1035","","","inc                 ","KES       ","0","0","1","Mugure              ","52","1011736","True","","",""
"20","PINV743","12/8/2020 12:00:00 AM","","","12/8/2020 12:00:00 AM","cr190618","ASL TRADING DIVISION","GRN.1640","LPO1036","","","General             ","KES       ","0","0","1","Mugure              ","52","1011739","False","","",""
"20","PINV744","12/9/2020 12:00:00 AM","","","12/9/2020 12:00:00 AM","cr429","RESOLUTE SUPPLIERS","GRN.1641","LPO1037","","","notvat              ","KES       ","0","0","1","Mugure              ","52","1011742","True","","",""
"20","PINV745","11/23/2020 12:00:00 AM","","","11/23/2020 12:00:00 AM","cr190652","NJORO SAFARI &amp; RHINO HOTEL","GRN.1624","LPO1038","","","01                  ","KES       ","0","0","1","Mugure              ","51","1011745","False","","",""
"20","PINV746","12/11/2020 12:00:00 AM","","","12/11/2020 12:00:00 AM","cr590","TUFFSTEEL LIMITED","GRN.1642","LPO1043","","","General             ","KES       ","0","0","1","Mugure              ","52","1011751","False","","",""
"20","PINV747","12/11/2020 12:00:00 AM","","","12/11/2020 12:00:00 AM","cr190621","RICHARD NANDWA","GRN.1643","LPO1044","","","01                  ","KES       ","0","0","1","Mugure              ","52","1011754","False","","",""
"20","PINV748","12/11/2020 12:00:00 AM","","","12/22/2020 12:00:00 AM","cr30594","JOHN MAARA","GRN1644","LPO1048","","","notvat              ","KES       ","0","0","1","Mary                ","52","1011759","True","","",""
"20","PINV749","12/12/2020 12:00:00 AM","","","12/12/2020 12:00:00 AM","cr190621","RICHARD NANDWA","GRN1645","LPO1049","","","01                  ","KES       ","0","0","1","Mary                ","52","1011762","False","","",""
"20","PINV75","1/16/2017 12:00:00 AM","","","1/16/2017 12:00:00 AM","cr447","EPPL PETROLEUM","CS no.203625","LPO92","","","notvat              ","KES       ","0","0","1","Mary Njeri          ","5","70115","True","","",""
"20","PINV750","12/14/2020 12:00:00 AM","","","12/14/2020 12:00:00 AM","cr190635","BITUTECH LIMITED","GRN1646","LPO1051","","","General             ","KES       ","0","0","1","Mary                ","52","1011765","False","","",""
"20","PINV751","12/14/2020 12:00:00 AM","","","12/14/2020 12:00:00 AM","cr190621","RICHARD NANDWA","GRN1647","LPO1052","","","01                  ","KES       ","0","0","1","Mary                ","52","1011768","False","","",""
"20","PINV752","12/15/2020 12:00:00 AM","","","12/15/2020 12:00:00 AM","cr30594","JOHN MAARA","GRN1648","LPO1053","","","notvat              ","KES       ","0","0","1","Mary                ","52","1011771","True","","",""
"20","PINV753","12/17/2020 12:00:00 AM","","","12/17/2020 12:00:00 AM","cr40608","IMCD KENYA LIMITED","GRN1652","LPO1054","","","General             ","KES       ","0","0","1","Mary                ","52","1011774","False","","",""
"20","PINV754","12/17/2020 12:00:00 AM","","","12/17/2020 12:00:00 AM","cr190627","LOKINZO ENTERPRISE","GRN1653","LPO1055","","","General             ","KES       ","0","0","1","Mary                ","52","1011777","False","","",""
"20","PINV755","12/19/2020 12:00:00 AM","","","12/19/2020 12:00:00 AM","cr40612","NATO ENERGY DEALERS LTD","GRN1654","LPO1056","","","General             ","KES       ","0","0","1","Mary                ","52","1011780","False","","",""
"20","PINV756","12/21/2020 12:00:00 AM","","","12/22/2020 12:00:00 AM","cr434","FRIENDSHIP CONTAINERS","GRN1675","LPO1057","","","General             ","KES       ","0","0","1","Mary                ","52","1011783","False","","",""
